2022-12-06 13:38:35.112886,6be94a782bac9920,tram,22,100
2022-12-06 13:39:09.061138,6be94a782bac9920,airport,0,95
2022-12-06 13:40:14.157812,6be94a782bac9920,tram,23,94
2022-12-06 13:43:40.734222,6be94a782bac9920,tram,27,113
2022-12-06 13:45:31.418287,6be94a782bac9920,tram,19,104
2022-12-06 13:45:51.491893,6be94a782bac9920,metro_station,19,102
2022-12-06 13:46:26.203661,6be94a782bac9920,metro,20,104
2022-12-06 13:48:28.253739,6be94a782bac9920,tram,22,107
2022-12-06 13:48:44.306935,6be94a782bac9920,tram,23,104
2022-12-06 13:48:58.763842,6be94a782bac9920,metro,18,98
2022-12-06 13:50:43.249279,6be94a782bac9920,tram,27,101
2022-12-06 13:50:56.073004,6be94a782bac9920,metro,21,105
2022-12-06 13:51:10.546664,6be94a782bac9920,metro_station,25,105
2022-12-06 13:51:26.105282,6be94a782bac9920,metro,26,103
2022-12-06 13:52:11.810337,6be94a782bac9920,metro,26,97
2022-12-06 13:52:23.223873,6be94a782bac9920,park,22,98
2022-12-06 13:52:37.131103,6be94a782bac9920,park,24,100
2022-12-06 13:54:25.789120,6be94a782bac9920,park,27,68
2022-12-06 13:59:34.330647,6be94a782bac9920,tram,29,57
2022-12-06 15:34:57.500721,6be94a782bac9920,tram,44,116
2022-12-06 15:35:21.857106,6be94a782bac9920,tram,26,115
2022-12-06 15:37:06.435888,6be94a782bac9920,airport,0,126
2022-12-06 15:37:27.806473,6be94a782bac9920,tram,25,118
2022-12-06 15:38:14.129828,6be94a782bac9920,tram,30,141
2022-12-06 15:38:43.335799,6be94a782bac9920,metro_station,21,150
2022-12-06 15:39:23.890924,6be94a782bac9920,metro_station,21,132
2022-12-06 15:39:47.786945,6be94a782bac9920,metro_station,26,135
2022-12-06 15:40:32.468173,6be94a782bac9920,airport,0,135
2022-12-06 15:40:50.332196,6be94a782bac9920,metro,19,138
2022-12-06 15:41:19.462115,6be94a782bac9920,airport,0,135
2022-12-06 15:42:13.588542,6be94a782bac9920,metro,23,133
2022-12-06 15:42:32.459813,6be94a782bac9920,park,20,157
2022-12-06 15:43:08.726773,6be94a782bac9920,airport,0,78
2022-12-06 15:43:20.238217,6be94a782bac9920,park,30,71
2022-12-06 15:43:32.156274,6be94a782bac9920,metro,24,81
2022-12-06 15:46:07.096444,6be94a782bac9920,metro_station,28,131
2022-12-06 15:52:20.111470,6be94a782bac9920,tram,31,121
2022-12-06 15:54:21.694066,6be94a782bac9920,tram,35,117
2022-12-06 15:59:44.960003,6be94a782bac9920,airport,16,123
2022-12-06 16:14:23.072786,6be94a782bac9920,airport,21,119
2022-12-06 16:14:53.286001,6be94a782bac9920,tram,20,117
2022-12-06 16:15:40.388811,6be94a782bac9920,tram,32,117
2022-12-06 16:19:46.031342,6be94a782bac9920,tram,22,112
2022-12-06 16:34:33.250209,6be94a782bac9920,tram,22,100
2022-12-06 16:40:56.824291,6be94a782bac9920,tram,26,107
2022-12-06 16:56:10.092401,6be94a782bac9920,tram,21,97
2022-12-06 17:16:23.847035,6be94a782bac9920,tram,23,104
2022-12-06 17:16:39.162130,6be94a782bac9920,park,34,103
2022-12-06 17:21:08.337459,6be94a782bac9920,tram,21,113
2022-12-06 17:23:09.656190,6be94a782bac9920,tram,20,111
2022-12-06 17:32:48.711479,6be94a782bac9920,tram,18,96
2022-12-06 17:32:59.624071,6be94a782bac9920,park,21,93
2022-12-06 17:38:46.782485,6be94a782bac9920,tram,24,81
