2022-12-06 13:38:20.588379,87d6b38914b4e6e4,metro,20,104
2022-12-06 13:39:06.990245,87d6b38914b4e6e4,tram,25,88
2022-12-06 13:39:29.648271,87d6b38914b4e6e4,tram,25,97
2022-12-06 13:40:14.469062,87d6b38914b4e6e4,tram,30,91
2022-12-06 13:45:32.215036,87d6b38914b4e6e4,tram,30,99
2022-12-06 13:46:29.124262,87d6b38914b4e6e4,metro,38,103
2022-12-06 13:48:27.064311,87d6b38914b4e6e4,tram,21,101
2022-12-06 13:48:43.439322,87d6b38914b4e6e4,tram,25,95
2022-12-06 13:48:57.545187,87d6b38914b4e6e4,metro,22,93
2022-12-06 13:50:42.529345,87d6b38914b4e6e4,tram,27,101
2022-12-06 13:50:56.470636,87d6b38914b4e6e4,metro,40,102
2022-12-06 13:51:09.382791,87d6b38914b4e6e4,metro_station,20,106
2022-12-06 13:51:26.705369,87d6b38914b4e6e4,park,18,110
2022-12-06 13:52:11.709997,87d6b38914b4e6e4,airport,0,93
2022-12-06 13:52:22.756990,87d6b38914b4e6e4,metro,25,86
2022-12-06 13:52:38.199933,87d6b38914b4e6e4,metro,27,89
2022-12-06 13:53:16.829988,87d6b38914b4e6e4,metro,27,79
2022-12-06 13:53:51.309580,87d6b38914b4e6e4,tram,27,81
2022-12-06 13:54:30.256254,87d6b38914b4e6e4,tram,25,69
2022-12-06 13:59:35.459715,87d6b38914b4e6e4,tram,32,57
2022-12-06 15:34:54.759322,87d6b38914b4e6e4,tram,48,124
2022-12-06 15:35:21.471136,87d6b38914b4e6e4,metro_station,18,122
2022-12-06 15:37:07.107359,87d6b38914b4e6e4,airport,0,129
2022-12-06 15:37:28.427509,87d6b38914b4e6e4,metro_station,18,126
2022-12-06 15:40:09.977302,87d6b38914b4e6e4,airport,31,123
2022-12-06 15:41:29.048002,87d6b38914b4e6e4,tram,19,135
2022-12-06 15:42:07.732128,87d6b38914b4e6e4,tram,24,131
2022-12-06 15:43:50.266920,87d6b38914b4e6e4,airport,16,123
2022-12-06 15:46:07.551435,87d6b38914b4e6e4,tram,26,128
2022-12-06 15:52:20.483271,87d6b38914b4e6e4,tram,34,131
2022-12-06 15:54:22.394599,87d6b38914b4e6e4,tram,19,120
2022-12-06 15:59:45.860858,87d6b38914b4e6e4,tram,23,126
2022-12-06 16:14:23.617393,87d6b38914b4e6e4,airport,23,129
2022-12-06 16:14:53.997936,87d6b38914b4e6e4,airport,22,120
2022-12-06 16:15:41.065049,87d6b38914b4e6e4,tram,23,112
2022-12-06 16:19:46.584561,87d6b38914b4e6e4,airport,17,114
2022-12-06 16:34:35.037813,87d6b38914b4e6e4,tram,20,94
2022-12-06 16:56:10.502091,87d6b38914b4e6e4,airport,22,96
2022-12-06 17:23:11.822820,87d6b38914b4e6e4,tram,26,114
2022-12-06 17:32:49.049822,87d6b38914b4e6e4,airport,21,103
2022-12-06 17:38:49.289611,87d6b38914b4e6e4,tram,30,82
